SITE,DATE_DEPLOYED,DATE_RETRIEVED,DURATION,LINE,POSITION,BRUSH,SAMPLEID,ARTHROPODA,BIVALVIA,GASTROPODA,OPHIUROIDEA_ASTERPODEA,S_PURPURATUS,M_FRANCISCANUS,TOTAL_URCHINS
OCNBCH,7/6/2000,7/12/2000,6,2,top,2,-99999,1,1,0,0,0,0,0
OCNBCH,7/6/2000,7/12/2000,6,2,top,2,-99999,0,1,2,0,0,0,0
OCNBCH,7/6/2000,7/12/2000,6,2,top,3,-99999,1,5,0,0,0,0,0
OCNBCH,7/6/2000,7/12/2000,6,2,top,3,-99999,0,2,2,0,0,0,0
OCNBCH,7/6/2000,7/12/2000,6,2,top,4,-99999,0,5,0,0,0,0,0
OCNBCH,7/6/2000,7/12/2000,6,2,top,4,-99999,0,3,0,0,0,0,0
OCNBCH,7/6/2000,7/12/2000,6,2,top,5,-99999,1,4,0,0,0,0,0
OCNBCH,7/6/2000,7/12/2000,6,2,top,5,-99999,0,8,2,0,0,0,0
OCNBCH,7/12/2000,7/19/2000,7,2,bot,1,-99999,1,14,5,0,0,0,0
OCNBCH,7/12/2000,7/19/2000,7,2,bot,1,-99999,0,5,2,0,0,0,0
OCNBCH,7/12/2000,7/19/2000,7,2,top,2,-99999,0,7,4,0,0,0,0
OCNBCH,7/12/2000,7/19/2000,7,2,top,2,-99999,0,2,2,0,0,0,0
OCNBCH,7/12/2000,7/19/2000,7,2,top,3,-99999,1,5,2,0,0,0,0
OCNBCH,7/12/2000,7/19/2000,7,2,top,3,-99999,1,2,2,0,0,0,0
OCNBCH,7/12/2000,7/19/2000,7,2,top,4,-99999,0,6,3,0,0,0,0
OCNBCH,7/12/2000,7/19/2000,7,2,top,4,-99999,0,4,0,0,0,0,0
OCNBCH,7/12/2000,7/19/2000,7,2,top,5,-99999,2,4,1,0,0,0,0
OCNBCH,7/12/2000,7/19/2000,7,2,top,5,-99999,1,4,0,0,0,0,0
OCNBCH,7/19/2000,7/28/2000,9,2,bot,1,-99999,1,0,2,0,0,0,0
OCNBCH,7/19/2000,7/28/2000,9,2,bot,1,-99999,1,0,0,0,0,0,0
OCNBCH,7/19/2000,7/28/2000,9,2,top,2,-99999,2,0,0,0,0,0,0
OCNBCH,7/19/2000,7/28/2000,9,2,top,2,-99999,1,3,0,0,0,0,0
OCNBCH,7/19/2000,7/28/2000,9,2,top,3,-99999,2,4,1,0,0,0,0
OCNBCH,7/19/2000,7/28/2000,9,2,top,3,-99999,0,0,0,0,0,0,0
OCNBCH,7/19/2000,7/28/2000,9,2,top,4,-99999,1,3,0,0,0,0,0
OCNBCH,7/19/2000,7/28/2000,9,2,top,4,-99999,1,0,1,0,0,0,0
OCNBCH,7/19/2000,7/28/2000,9,2,top,5,-99999,2,0,2,0,0,0,0
OCNBCH,7/19/2000,7/28/2000,9,2,top,5,-99999,1,1,0,0,0,0,0
OCNBCH,7/28/2000,8/2/2000,5,2,bot,1,-99999,1,3,0,0,0,0,0
OCNBCH,7/28/2000,8/2/2000,5,2,bot,1,-99999,0,4,1,0,0,0,0
OCNBCH,7/28/2000,8/2/2000,5,2,top,2,-99999,0,3,2,0,0,0,0
OCNBCH,7/28/2000,8/2/2000,5,2,top,2,-99999,0,3,1,0,0,0,0
OCNBCH,7/28/2000,8/2/2000,5,2,top,3,-99999,0,1,3,0,0,0,0
OCNBCH,7/28/2000,8/2/2000,5,2,top,3,-99999,0,1,0,0,0,0,0
OCNBCH,7/28/2000,8/2/2000,5,2,top,4,-99999,0,2,6,0,0,0,0
OCNBCH,7/28/2000,8/2/2000,5,2,top,4,-99999,0,0,3,0,0,0,0
OCNBCH,7/28/2000,8/2/2000,5,2,top,5,-99999,2,2,4,0,0,0,0
OCNBCH,7/28/2000,8/2/2000,5,2,top,5,-99999,1,2,4,0,0,0,0
OCNBCH,8/2/2000,8/9/2000,7,2,bot,1,-99999,1,2,0,0,0,0,0
OCNBCH,8/2/2000,8/9/2000,7,2,bot,1,-99999,0,3,1,0,0,0,0
OCNBCH,8/2/2000,8/9/2000,7,2,top,2,-99999,0,3,0,0,0,0,0
OCNBCH,8/2/2000,8/9/2000,7,2,top,2,-99999,1,3,2,0,1,0,1
OCNBCH,8/2/2000,8/9/2000,7,2,top,3,-99999,1,5,2,0,0,0,0
OCNBCH,8/2/2000,8/9/2000,7,2,top,3,-99999,0,6,1,0,0,0,0
OCNBCH,8/2/2000,8/9/2000,7,2,top,4,-99999,0,8,0,0,0,0,0
OCNBCH,8/2/2000,8/9/2000,7,2,top,4,-99999,0,2,0,0,0,0,0
OCNBCH,8/2/2000,8/9/2000,7,2,top,5,-99999,0,4,0,0,0,0,0
OCNBCH,8/2/2000,8/9/2000,7,2,top,5,-99999,0,3,0,0,0,0,0
OCNBCH,8/9/2000,8/16/2000,7,2,bot,1,-99999,2,3,1,0,0,0,0
OCNBCH,8/9/2000,8/16/2000,7,2,bot,1,-99999,0,2,1,0,0,0,0
OCNBCH,8/9/2000,8/16/2000,7,2,top,2,-99999,0,3,0,0,0,0,0
OCNBCH,8/9/2000,8/16/2000,7,2,top,2,-99999,0,0,1,0,0,0,0
OCNBCH,8/9/2000,8/16/2000,7,2,top,3,-99999,1,3,1,0,0,0,0
OCNBCH,8/9/2000,8/16/2000,7,2,top,3,-99999,0,3,1,0,0,0,0
OCNBCH,8/9/2000,8/16/2000,7,2,top,4,-99999,0,4,1,0,0,0,0
OCNBCH,8/9/2000,8/16/2000,7,2,top,4,-99999,0,0,0,0,0,0,0
OCNBCH,8/9/2000,8/16/2000,7,2,top,5,-99999,2,6,0,0,0,0,0
OCNBCH,8/9/2000,8/16/2000,7,2,top,5,-99999,1,3,0,0,0,0,0
OCNBCH,8/16/2000,8/23/2000,7,2,bot,1,-99999,1,1,2,0,0,0,0
OCNBCH,8/16/2000,8/23/2000,7,2,bot,1,-99999,0,11,3,0,0,0,0
OCNBCH,8/16/2000,8/23/2000,7,2,top,2,-99999,2,4,2,0,0,0,0
OCNBCH,8/16/2000,8/23/2000,7,2,top,2,-99999,0,8,0,0,0,0,0
OCNBCH,8/16/2000,8/23/2000,7,2,top,3,-99999,0,2,0,0,0,0,0
OCNBCH,8/16/2000,8/23/2000,7,2,top,3,-99999,0,11,1,0,0,0,0
OCNBCH,8/16/2000,8/23/2000,7,2,top,4,-99999,2,10,1,0,0,0,0
OCNBCH,8/16/2000,8/23/2000,7,2,top,4,-99999,0,11,5,0,0,0,0
OCNBCH,8/16/2000,8/23/2000,7,2,top,5,-99999,1,8,0,0,0,0,0
OCNBCH,8/16/2000,8/23/2000,7,2,top,5,-99999,0,2,1,0,0,0,0
OCNBCH,8/23/2000,8/30/2000,7,2,bot,1,-99999,1,6,1,0,0,0,0
OCNBCH,8/23/2000,8/30/2000,7,2,bot,1,-99999,1,14,3,0,0,0,0
OCNBCH,8/23/2000,8/30/2000,7,2,top,2,-99999,2,8,2,0,0,0,0
OCNBCH,8/23/2000,8/30/2000,7,2,top,2,-99999,1,9,3,0,0,0,0
OCNBCH,8/23/2000,8/30/2000,7,2,top,3,-99999,0,9,0,0,0,0,0
OCNBCH,8/23/2000,8/30/2000,7,2,top,3,-99999,0,11,0,0,0,0,0
OCNBCH,8/23/2000,8/30/2000,7,2,top,4,-99999,0,8,1,0,0,0,0
OCNBCH,8/23/2000,8/30/2000,7,2,top,4,-99999,0,13,2,0,0,0,0
OCNBCH,8/23/2000,8/30/2000,7,2,top,5,-99999,1,11,2,0,0,0,0
OCNBCH,8/23/2000,8/30/2000,7,2,top,5,-99999,0,9,3,0,0,0,0
OCNBCH,8/30/2000,9/6/2000,7,2,bot,1,-99999,0,3,0,0,0,0,0
OCNBCH,8/30/2000,9/6/2000,7,2,bot,1,-99999,0,11,0,0,0,0,0
OCNBCH,8/30/2000,9/6/2000,7,2,top,2,-99999,0,8,1,0,0,0,0
OCNBCH,8/30/2000,9/6/2000,7,2,top,2,-99999,0,7,3,0,0,0,0
OCNBCH,8/30/2000,9/6/2000,7,2,top,3,-99999,2,17,1,0,0,0,0
OCNBCH,8/30/2000,9/6/2000,7,2,top,3,-99999,0,16,1,0,0,0,0
OCNBCH,8/30/2000,9/6/2000,7,2,top,4,-99999,0,14,2,0,0,0,0
OCNBCH,8/30/2000,9/6/2000,7,2,top,4,-99999,0,10,3,0,0,0,0
OCNBCH,8/30/2000,9/6/2000,7,2,top,5,-99999,1,5,0,0,0,0,0
OCNBCH,8/30/2000,9/6/2000,7,2,top,5,-99999,0,6,2,0,0,0,0
OCNBCH,9/6/2000,9/14/2000,8,2,bot,1,-99999,3,8,2,0,0,0,0
OCNBCH,9/6/2000,9/14/2000,8,2,bot,1,-99999,0,4,1,0,0,0,0
OCNBCH,9/6/2000,9/14/2000,8,2,top,2,-99999,1,3,4,0,0,0,0
OCNBCH,9/6/2000,9/14/2000,8,2,top,2,-99999,0,3,2,0,0,0,0
OCNBCH,9/6/2000,9/14/2000,8,2,top,3,-99999,1,8,5,0,0,0,0
OCNBCH,9/6/2000,9/14/2000,8,2,top,3,-99999,0,11,1,0,0,0,0
OCNBCH,9/6/2000,9/14/2000,8,2,top,4,-99999,1,5,3,0,0,0,0
OCNBCH,9/6/2000,9/14/2000,8,2,top,4,-99999,0,14,3,0,0,0,0
OCNBCH,9/6/2000,9/14/2000,8,2,top,5,-99999,0,8,2,0,0,0,0
OCNBCH,9/6/2000,9/14/2000,8,2,top,5,-99999,0,15,2,0,0,0,0
OCNBCH,9/14/2000,9/20/2000,6,2,bot,1,-99999,1,4,0,0,0,0,0
OCNBCH,9/14/2000,9/20/2000,6,2,bot,1,-99999,0,0,1,0,0,0,0
OCNBCH,9/14/2000,9/20/2000,6,2,top,2,-99999,1,3,0,0,0,0,0
OCNBCH,9/14/2000,9/20/2000,6,2,top,2,-99999,1,3,0,0,0,0,0
OCNBCH,9/14/2000,9/20/2000,6,2,top,3,-99999,1,0,1,0,0,0,0
OCNBCH,9/14/2000,9/20/2000,6,2,top,3,-99999,0,3,2,0,0,0,0
OCNBCH,9/14/2000,9/20/2000,6,2,top,4,-99999,0,7,2,0,0,0,0
OCNBCH,9/14/2000,9/20/2000,6,2,top,4,-99999,0,1,0,0,0,0,0
OCNBCH,9/14/2000,9/20/2000,6,2,top,5,-99999,1,2,2,0,0,0,0
OCNBCH,9/14/2000,9/20/2000,6,2,top,5,-99999,0,0,0,0,0,0,0
OCNBCH,9/20/2000,9/27/2000,7,2,bot,1,-99999,1,7,2,0,0,0,0
OCNBCH,9/20/2000,9/27/2000,7,2,bot,1,-99999,0,6,2,0,0,0,0
OCNBCH,9/20/2000,9/27/2000,7,2,top,2,-99999,0,4,4,0,0,0,0
OCNBCH,9/20/2000,9/27/2000,7,2,top,2,-99999,0,3,5,0,0,0,0
OCNBCH,9/20/2000,9/27/2000,7,2,top,3,-99999,1,3,2,0,0,0,0
OCNBCH,9/20/2000,9/27/2000,7,2,top,3,-99999,0,7,2,0,0,0,0
OCNBCH,9/20/2000,9/27/2000,7,2,top,4,-99999,0,6,4,0,0,0,0
OCNBCH,9/20/2000,9/27/2000,7,2,top,4,-99999,0,4,1,0,0,0,0
OCNBCH,9/20/2000,9/27/2000,7,2,top,5,-99999,1,2,1,0,0,0,0
OCNBCH,9/20/2000,9/27/2000,7,2,top,5,-99999,0,2,3,0,0,0,0
OCNBCH,9/27/2000,10/4/2000,7,2,bot,1,-99999,1,1,7,0,0,0,0
OCNBCH,9/27/2000,10/4/2000,7,2,bot,1,-99999,1,0,0,0,0,0,0
OCNBCH,9/27/2000,10/4/2000,7,2,top,2,-99999,1,0,0,0,0,0,0
OCNBCH,9/27/2000,10/4/2000,7,2,top,2,-99999,0,1,2,0,0,0,0
OCNBCH,9/27/2000,10/4/2000,7,2,top,3,-99999,2,1,2,0,0,0,0
OCNBCH,9/27/2000,10/4/2000,7,2,top,3,-99999,0,0,0,0,0,0,0
OCNBCH,9/27/2000,10/4/2000,7,2,top,4,-99999,2,0,1,0,0,0,0
OCNBCH,9/27/2000,10/4/2000,7,2,top,4,-99999,0,0,1,0,0,0,0
OCNBCH,9/27/2000,10/4/2000,7,2,top,5,-99999,2,0,2,0,0,0,0
OCNBCH,9/27/2000,10/4/2000,7,2,top,5,-99999,2,0,0,0,0,0,0
OCNBCH,10/4/2000,10/18/2000,14,2,bot,1,-99999,2,4,1,0,0,0,0
OCNBCH,10/4/2000,10/18/2000,14,2,bot,1,-99999,1,1,1,0,0,0,0
OCNBCH,10/4/2000,10/18/2000,14,2,top,2,-99999,0,2,0,0,0,0,0
OCNBCH,10/4/2000,10/18/2000,14,2,top,2,-99999,0,1,0,0,0,0,0
OCNBCH,10/4/2000,10/18/2000,14,2,top,3,-99999,2,2,0,0,0,0,0
OCNBCH,10/4/2000,10/18/2000,14,2,top,3,-99999,1,1,1,0,0,0,0
OCNBCH,10/4/2000,10/18/2000,14,2,top,4,-99999,2,1,0,0,0,0,0
OCNBCH,10/4/2000,10/18/2000,14,2,top,4,-99999,1,1,1,0,0,0,0
OCNBCH,10/4/2000,10/18/2000,14,2,top,5,-99999,2,0,0,0,0,0,0
OCNBCH,10/4/2000,10/18/2000,14,2,top,5,-99999,0,3,0,0,0,0,0
OCNBCH,10/18/2000,10/25/2000,7,2,bot,1,-99999,0,3,0,0,0,0,0
OCNBCH,10/18/2000,10/25/2000,7,2,bot,1,-99999,0,0,0,0,0,0,0
OCNBCH,10/18/2000,10/25/2000,7,2,top,2,-99999,0,1,0,0,0,0,0
OCNBCH,10/18/2000,10/25/2000,7,2,top,2,-99999,0,0,0,0,0,0,0
OCNBCH,10/18/2000,10/25/2000,7,2,top,3,-99999,0,2,2,0,0,0,0
OCNBCH,10/18/2000,10/25/2000,7,2,top,3,-99999,0,0,0,0,0,0,0
OCNBCH,10/18/2000,10/25/2000,7,2,top,4,-99999,1,0,0,0,0,0,0
OCNBCH,10/18/2000,10/25/2000,7,2,top,4,-99999,0,0,0,0,0,0,0
OCNBCH,10/18/2000,10/25/2000,7,2,top,5,-99999,0,1,0,0,0,0,0
OCNBCH,10/18/2000,10/25/2000,7,2,top,5,-99999,0,0,2,0,0,0,0
OCNBCH,10/25/2000,11/1/2000,7,2,bot,1,-99999,1,0,1,0,0,0,0
OCNBCH,10/25/2000,11/1/2000,7,2,bot,1,-99999,0,0,1,0,0,0,0
OCNBCH,10/25/2000,11/1/2000,7,2,top,2,-99999,0,1,0,0,0,0,0
OCNBCH,10/25/2000,11/1/2000,7,2,top,2,-99999,0,0,2,0,0,0,0
OCNBCH,10/25/2000,11/1/2000,7,2,top,3,-99999,0,0,0,0,0,0,0
OCNBCH,10/25/2000,11/1/2000,7,2,top,3,-99999,0,0,0,0,0,0,0
OCNBCH,10/25/2000,11/1/2000,7,2,top,4,-99999,1,0,1,0,0,0,0
OCNBCH,10/25/2000,11/1/2000,7,2,top,4,-99999,0,1,0,0,0,0,0
OCNBCH,10/25/2000,11/1/2000,7,2,top,5,-99999,0,1,2,0,0,0,0
OCNBCH,10/25/2000,11/1/2000,7,2,top,5,-99999,0,0,1,0,0,0,0
OCNBCH,11/1/2000,11/8/2000,7,2,bot,1,-99999,2,0,2,0,0,0,0
OCNBCH,11/1/2000,11/8/2000,7,2,bot,1,-99999,0,0,1,0,0,0,0
OCNBCH,11/1/2000,11/8/2000,7,2,top,2,-99999,1,0,0,0,0,0,0
OCNBCH,11/1/2000,11/8/2000,7,2,top,2,-99999,0,0,0,0,0,0,0
OCNBCH,11/1/2000,11/8/2000,7,2,top,3,-99999,1,0,0,0,0,0,0
OCNBCH,11/1/2000,11/8/2000,7,2,top,3,-99999,0,0,1,0,0,0,0
OCNBCH,11/1/2000,11/8/2000,7,2,top,4,-99999,1,0,0,0,0,0,0
OCNBCH,11/1/2000,11/8/2000,7,2,top,4,-99999,0,0,0,0,0,0,0
OCNBCH,11/1/2000,11/8/2000,7,2,top,5,-99999,1,0,0,0,0,0,0
OCNBCH,11/1/2000,11/8/2000,7,2,top,5,-99999,0,0,0,0,0,0,0
OCNBCH,11/8/2000,11/15/2000,7,2,bot,1,-99999,1,0,0,0,0,0,0
OCNBCH,11/8/2000,11/15/2000,7,2,bot,1,-99999,0,1,3,0,0,0,0
OCNBCH,11/8/2000,11/15/2000,7,2,top,2,-99999,1,1,0,0,0,0,0
OCNBCH,11/8/2000,11/15/2000,7,2,top,2,-99999,0,1,1,0,0,0,0
OCNBCH,11/8/2000,11/15/2000,7,2,top,3,-99999,0,0,0,0,0,0,0
OCNBCH,11/8/2000,11/15/2000,7,2,top,3,-99999,0,0,0,0,0,0,0
OCNBCH,11/8/2000,11/15/2000,7,2,top,4,-99999,0,0,0,0,0,0,0
OCNBCH,11/8/2000,11/15/2000,7,2,top,4,-99999,0,0,0,0,0,0,0
OCNBCH,11/8/2000,11/15/2000,7,2,top,5,-99999,1,0,0,0,0,0,0
OCNBCH,11/8/2000,11/15/2000,7,2,top,5,-99999,0,0,1,0,0,0,0
OCNBCH,11/15/2000,11/21/2000,6,2,bot,1,-99999,0,1,1,0,0,0,0
OCNBCH,11/15/2000,11/21/2000,6,2,bot,1,-99999,0,0,3,0,0,0,0
OCNBCH,11/15/2000,11/21/2000,6,2,top,2,-99999,2,0,0,0,0,0,0
OCNBCH,11/15/2000,11/21/2000,6,2,top,2,-99999,0,0,2,0,0,0,0
OCNBCH,11/15/2000,11/21/2000,6,2,top,3,-99999,0,1,0,0,0,0,0
OCNBCH,11/15/2000,11/21/2000,6,2,top,3,-99999,0,0,1,0,0,0,0
OCNBCH,11/15/2000,11/21/2000,6,2,top,4,-99999,1,1,0,0,0,0,0
OCNBCH,11/15/2000,11/21/2000,6,2,top,4,-99999,0,1,0,0,0,0,0
OCNBCH,11/15/2000,11/21/2000,6,2,top,5,-99999,1,0,0,0,0,0,0
OCNBCH,11/15/2000,11/21/2000,6,2,top,5,-99999,0,1,1,0,0,0,0
OCNBCH,11/21/2000,11/29/2000,8,2,bot,1,-99999,0,1,1,0,0,0,0
OCNBCH,11/21/2000,11/29/2000,8,2,bot,1,-99999,0,0,0,0,0,0,0
OCNBCH,11/21/2000,11/29/2000,8,2,top,2,-99999,0,1,0,0,0,0,0
OCNBCH,11/21/2000,11/29/2000,8,2,top,2,-99999,0,0,0,0,0,0,0
OCNBCH,11/21/2000,11/29/2000,8,2,top,3,-99999,2,0,0,0,0,0,0
OCNBCH,11/21/2000,11/29/2000,8,2,top,3,-99999,1,0,1,0,0,0,0
OCNBCH,11/21/2000,11/29/2000,8,2,top,4,-99999,0,0,1,0,0,0,0
OCNBCH,11/21/2000,11/29/2000,8,2,top,4,-99999,0,0,0,0,0,0,0
OCNBCH,11/21/2000,11/29/2000,8,2,top,5,-99999,0,1,2,0,0,0,0
OCNBCH,11/21/2000,11/29/2000,8,2,top,5,-99999,0,1,0,0,0,0,0
OCNBCH,11/29/2000,12/6/2000,7,2,bot,1,-99999,2,0,0,0,0,0,0
OCNBCH,11/29/2000,12/6/2000,7,2,bot,1,-99999,0,0,0,0,0,0,0
OCNBCH,11/29/2000,12/6/2000,7,2,top,2,-99999,0,0,0,0,0,0,0
OCNBCH,11/29/2000,12/6/2000,7,2,top,2,-99999,0,0,0,0,0,0,0
OCNBCH,11/29/2000,12/6/2000,7,2,top,3,-99999,1,0,0,0,0,0,0
OCNBCH,11/29/2000,12/6/2000,7,2,top,3,-99999,0,0,0,0,0,0,0
OCNBCH,11/29/2000,12/6/2000,7,2,top,4,-99999,0,0,1,0,0,0,0
OCNBCH,11/29/2000,12/6/2000,7,2,top,4,-99999,0,0,0,0,0,0,0
OCNBCH,11/29/2000,12/6/2000,7,2,top,5,-99999,0,0,0,0,0,0,0
OCNBCH,11/29/2000,12/6/2000,7,2,top,5,-99999,0,0,0,0,0,0,0
OCNBCH,12/6/2000,12/13/2000,7,2,bot,1,-99999,2,0,2,0,0,0,0
OCNBCH,12/6/2000,12/13/2000,7,2,bot,1,-99999,1,0,1,0,0,0,0
OCNBCH,12/6/2000,12/13/2000,7,2,top,2,-99999,1,0,1,0,0,0,0
OCNBCH,12/6/2000,12/13/2000,7,2,top,2,-99999,0,0,0,0,0,0,0
OCNBCH,12/6/2000,12/13/2000,7,2,top,3,-99999,0,1,1,0,0,0,0
OCNBCH,12/6/2000,12/13/2000,7,2,top,3,-99999,0,0,3,0,0,0,0
OCNBCH,12/6/2000,12/13/2000,7,2,top,4,-99999,0,0,3,0,0,0,0
OCNBCH,12/6/2000,12/13/2000,7,2,top,4,-99999,0,0,0,0,0,0,0
OCNBCH,12/6/2000,12/13/2000,7,2,top,5,-99999,1,0,3,0,0,0,0
OCNBCH,12/6/2000,12/13/2000,7,2,top,5,-99999,0,1,2,0,0,0,0
OCNBCH,12/13/2000,12/20/2000,7,2,bot,1,-99999,0,0,0,0,0,0,0
OCNBCH,12/13/2000,12/20/2000,7,2,bot,1,-99999,0,0,0,0,0,0,0
OCNBCH,12/13/2000,12/20/2000,7,2,top,2,-99999,1,0,0,0,0,0,0
OCNBCH,12/13/2000,12/20/2000,7,2,top,2,-99999,0,0,0,0,0,0,0
OCNBCH,12/13/2000,12/20/2000,7,2,top,3,-99999,0,0,1,0,0,0,0
OCNBCH,12/13/2000,12/20/2000,7,2,top,3,-99999,0,0,0,0,0,0,0
OCNBCH,12/13/2000,12/20/2000,7,2,top,4,-99999,0,0,1,0,0,0,0
OCNBCH,12/13/2000,12/20/2000,7,2,top,4,-99999,0,0,0,0,0,0,0
OCNBCH,12/13/2000,12/20/2000,7,2,top,5,-99999,0,0,0,0,0,0,0
OCNBCH,12/13/2000,12/20/2000,7,2,top,5,-99999,0,0,0,0,0,0,0
OCNBCH,12/20/2000,1/3/2001,14,2,bot,1,-99999,1,0,2,0,0,0,0
OCNBCH,12/20/2000,1/3/2001,14,2,bot,1,-99999,0,0,1,0,0,0,0
OCNBCH,12/20/2000,1/3/2001,14,2,top,2,-99999,1,0,1,0,0,0,0
OCNBCH,12/20/2000,1/3/2001,14,2,top,2,-99999,0,0,1,0,0,0,0
OCNBCH,12/20/2000,1/3/2001,14,2,top,3,-99999,0,0,0,0,0,0,0
OCNBCH,12/20/2000,1/3/2001,14,2,top,3,-99999,0,0,0,0,0,0,0
OCNBCH,12/20/2000,1/3/2001,14,2,top,4,-99999,0,0,0,0,0,0,0
OCNBCH,12/20/2000,1/3/2001,14,2,top,4,-99999,0,0,0,0,0,0,0
OCNBCH,12/20/2000,1/3/2001,14,2,top,5,-99999,1,0,0,0,0,0,0
OCNBCH,12/20/2000,1/3/2001,14,2,top,5,-99999,0,0,0,0,0,0,0
OCNBCH,1/3/2001,1/10/2001,7,2,bot,1,-99999,0,0,2,0,0,0,0
OCNBCH,1/3/2001,1/10/2001,7,2,bot,1,-99999,0,0,0,0,0,0,0
OCNBCH,1/3/2001,1/10/2001,7,2,top,2,-99999,0,0,0,0,0,0,0
OCNBCH,1/3/2001,1/10/2001,7,2,top,2,-99999,0,0,0,0,0,0,0
OCNBCH,1/3/2001,1/10/2001,7,2,top,3,-99999,0,1,0,0,0,0,0
OCNBCH,1/3/2001,1/10/2001,7,2,top,3,-99999,0,0,0,0,0,0,0
OCNBCH,1/3/2001,1/10/2001,7,2,top,4,-99999,0,1,1,0,0,0,0
OCNBCH,1/3/2001,1/10/2001,7,2,top,4,-99999,0,0,0,0,0,0,0
OCNBCH,1/3/2001,1/10/2001,7,2,top,5,-99999,0,1,0,0,0,0,0
OCNBCH,1/3/2001,1/10/2001,7,2,top,5,-99999,0,0,0,0,0,0,0
OCNBCH,1/19/2001,1/24/2001,5,2,bot,1,-99999,0,0,1,0,0,0,0
OCNBCH,1/19/2001,1/24/2001,5,2,bot,1,-99999,0,0,0,0,0,0,0
OCNBCH,1/19/2001,1/24/2001,5,2,top,2,-99999,2,0,0,0,0,0,0
OCNBCH,1/19/2001,1/24/2001,5,2,top,2,-99999,0,0,0,0,0,0,0
OCNBCH,1/19/2001,1/24/2001,5,2,top,3,-99999,0,0,0,0,0,0,0
OCNBCH,1/19/2001,1/24/2001,5,2,top,3,-99999,0,0,0,0,0,0,0
OCNBCH,1/19/2001,1/24/2001,5,2,top,4,-99999,0,1,0,0,0,0,0
OCNBCH,1/19/2001,1/24/2001,5,2,top,4,-99999,0,0,0,0,0,0,0
OCNBCH,1/19/2001,1/24/2001,5,2,top,5,-99999,0,0,0,0,0,0,0
OCNBCH,1/19/2001,1/24/2001,5,2,top,5,-99999,0,0,0,0,0,0,0
OCNBCH,1/24/2001,1/31/2001,7,2,bot,1,-99999,0,0,0,0,0,0,0
OCNBCH,1/24/2001,1/31/2001,7,2,bot,1,-99999,0,0,0,0,0,0,0
OCNBCH,1/24/2001,1/31/2001,7,2,top,2,-99999,0,0,0,0,0,0,0
OCNBCH,1/24/2001,1/31/2001,7,2,top,2,-99999,0,0,0,0,0,0,0
OCNBCH,1/24/2001,1/31/2001,7,2,top,3,-99999,0,1,1,0,0,0,0
OCNBCH,1/24/2001,1/31/2001,7,2,top,3,-99999,0,0,1,0,0,0,0
OCNBCH,1/24/2001,1/31/2001,7,2,top,4,-99999,0,0,1,0,0,0,0
OCNBCH,1/24/2001,1/31/2001,7,2,top,4,-99999,0,0,1,0,0,0,0
OCNBCH,1/24/2001,1/31/2001,7,2,top,5,-99999,1,0,1,0,0,0,0
OCNBCH,1/24/2001,1/31/2001,7,2,top,5,-99999,0,0,0,0,0,0,0
OCNBCH,1/31/2001,2/7/2001,7,2,bot,1,-99999,1,0,0,0,0,0,0
OCNBCH,1/31/2001,2/7/2001,7,2,bot,1,-99999,0,0,0,0,0,0,0
OCNBCH,1/31/2001,2/7/2001,7,2,top,2,-99999,1,0,0,0,0,0,0
OCNBCH,1/31/2001,2/7/2001,7,2,top,2,-99999,0,0,2,0,0,0,0
OCNBCH,1/31/2001,2/7/2001,7,2,top,3,-99999,0,0,0,0,0,0,0
OCNBCH,1/31/2001,2/7/2001,7,2,top,3,-99999,0,0,0,0,0,0,0
OCNBCH,1/31/2001,2/7/2001,7,2,top,4,-99999,0,0,1,0,0,0,0
OCNBCH,1/31/2001,2/7/2001,7,2,top,4,-99999,0,0,0,0,0,0,0
OCNBCH,1/31/2001,2/7/2001,7,2,top,5,-99999,1,0,0,0,0,0,0
OCNBCH,1/31/2001,2/7/2001,7,2,top,5,-99999,0,0,0,0,0,0,0
OCNBCH,2/7/2001,2/21/2001,14,2,bot,1,-99999,0,0,2,0,0,0,0
OCNBCH,2/7/2001,2/21/2001,14,2,bot,1,-99999,0,0,0,0,0,0,0
OCNBCH,2/7/2001,2/21/2001,14,2,top,2,-99999,0,1,1,0,1,0,1
OCNBCH,2/7/2001,2/21/2001,14,2,top,2,-99999,0,0,0,0,2,0,2
OCNBCH,2/7/2001,2/21/2001,14,2,top,3,-99999,0,0,0,0,0,0,0
OCNBCH,2/7/2001,2/21/2001,14,2,top,3,-99999,0,0,0,0,0,0,0
OCNBCH,2/7/2001,2/21/2001,14,2,top,4,-99999,0,0,1,0,0,0,0
OCNBCH,2/7/2001,2/21/2001,14,2,top,4,-99999,0,0,0,0,1,0,1
OCNBCH,2/7/2001,2/21/2001,14,2,top,5,-99999,0,0,0,0,0,0,0
OCNBCH,2/7/2001,2/21/2001,14,2,top,5,-99999,1,0,0,0,1,0,1
OCNBCH,2/21/2001,2/28/2001,7,2,bot,1,-99999,0,1,0,0,0,0,0
OCNBCH,2/21/2001,2/28/2001,7,2,bot,1,-99999,0,0,0,0,2,0,2
OCNBCH,2/21/2001,2/28/2001,7,2,top,2,-99999,0,1,1,0,1,0,1
OCNBCH,2/21/2001,2/28/2001,7,2,top,2,-99999,2,0,0,0,2,0,2
OCNBCH,2/21/2001,2/28/2001,7,2,top,3,-99999,0,0,0,0,0,0,0
